"Nombre" "Plataforma" "Fecha" "Genero" "VentasEEUU" "VentasEU" "VentasJP" "VentasOtros" "Ventas"
"12050" "Spartan: Total Warrior" "GC" "2005" "Action" 0.05 0.01 0 0 0.07
"12051" "Pitfall: The Lost Expedition" "XB" "2004" "Platform" 0.05 0.01 0 0 0.07
"12052" "Fantastic Four" "PS" "1997" "Action" 0.04 0.03 0 0 0.07
"12053" "Higurashi no Naku Koro ni Matsuri: Kakera Asobi" "PS2" "2007" "Adventure" 0 0 0.07 0 0.07
"12054" "Tournament of Legends" "Wii" "2010" "Fighting" 0.04 0.02 0 0.01 0.07
"12055" "Xbox Live Arcade Unplugged Volume 1" "X360" "2006" "Misc" 0.05 0.01 0 0.01 0.07
"12056" "River City Ransom EX" "GBA" "2004" "Action" 0.05 0.02 0 0 0.07
"12057" "San Goku Shi Taisen Ten" "DS" "2008" "Strategy" 0 0 0.07 0 0.07
"12058" "Generator Rex: Agent of Providence" "DS" "2011" "Action" 0.05 0.01 0 0.01 0.07
"12059" "Dynasty Warriors 8: Empires" "XOne" "2014" "Action" 0.04 0.02 0 0.01 0.07
"12060" "Fairy Tail: Zelef Kakusei" "PSP" "2012" "Action" 0 0 0.07 0 0.07
"12061" "Strike Point" "PS" "1996" "Simulation" 0.04 0.03 0 0 0.07
"12063" "Dragon Slayer: The Legend of Heroes" "SNES" "1992" "Role-Playing" 0 0 0.07 0 0.07
"12064" "Tank! Tank! Tank!" "WiiU" "2012" "Action" 0.02 0.01 0.05 0 0.07
"12065" "My Horse & Me: Riding for Gold" "DS" "2008" "Sports" 0.05 0.01 0 0.01 0.07
"12067" "Command & Conquer 3: Tiberium Wars" "PC" "2007" "Strategy" 0 0.06 0 0.01 0.07
"12068" "Tom and Jerry in War of the Whiskers" "GC" "2003" "Fighting" 0.05 0.01 0 0 0.07
"12069" "Keroro RPG: Kishi to Musha to Densetsu no Kaizoku" "DS" "2010" "Role-Playing" 0 0 0.07 0 0.07
"12070" "Famicom Mini: Wrecking Crew" "GBA" "2004" "Puzzle" 0 0 0.07 0 0.07
"12071" "Hoppechan: Minna de Odekake! Waku Waku Hoppe Land!!" "3DS" "2014" "Action" 0 0 0.07 0 0.07
"12072" "Divinity: Original Sin" "XOne" "2015" "Role-Playing" 0.04 0.02 0 0.01 0.07
"12073" "Suzumiya Haruhi no Gekidou" "Wii" "2009" "Adventure" 0 0 0.07 0 0.07
"12074" "Classic Action: Devilish" "DS" "2005" "Misc" 0.06 0 0 0 0.07
"12075" "Jackass the Game DS" "DS" "2008" "Action" 0.06 0 0 0.01 0.07
"12076" "Space Hulk: Vengeance of the Blood Angels" "PS" "1995" "Shooter" 0.04 0.03 0 0 0.07
"12077" "Toy Soldiers: War Chest" "PS4" "2015" "Action" 0.06 0 0 0.01 0.07
"12078" "Robot Alchemic Drive" "PS2" "2002" "Action" 0.03 0.03 0 0.01 0.07
"12079" "Motor Toon Grand Prix (Japan)" "PS" "1994" "Racing" 0 0 0.06 0 0.07
"12080" "Dino Master: Dig Discover Duel" "DS" "2005" "Strategy" 0.06 0 0 0 0.07
"12081" "Ken to Mahou to Gakuen Mono. 3" "PS3" "2010" "Role-Playing" 0 0 0.07 0 0.07
"12082" "Hikaru no Go: Heian Gensou Ibunroku" "PS" "2002" "Adventure" 0 0 0.06 0 0.07
"12083" "Godzilla (2014)" "PS3" "2014" "Action" 0 0.01 0.06 0 0.07
"12084" "Dynasty Warriors DS: Fighter's Battle" "DS" "2007" "Action" 0.04 0 0.03 0 0.07
"12086" "OverBlood 2" "PS" "1998" "Action" 0 0 0.06 0 0.07
"12087" "Fighter Maker 2" "PS2" "2002" "Fighting" 0.03 0.03 0 0.01 0.07
"12088" "Lifeline" "PS2" "2003" "Adventure" 0.03 0.03 0 0.01 0.07
"12089" "Dragon Valor" "PS" "1999" "Role-Playing" 0.04 0.03 0 0 0.07
"12090" "Judie no Atelier: Guramnat no Renkinjutsushi" "PS2" "2002" "Role-Playing" 0 0 0.07 0 0.07
"12091" "NHL 2005" "GC" "2004" "Sports" 0.05 0.01 0 0 0.07
"12092" "Midway Arcade Treasures 3" "GC" "2005" "Misc" 0.05 0.01 0 0 0.07
"12093" "Moshi Monsters: Katsuma Unleashed" "3DS" "2013" "Action" 0.03 0.04 0 0 0.07
"12094" "Firefighter F.D.18" "PS2" "2004" "Action" 0.03 0.03 0 0.01 0.07
"12095" "Resident Evil 5" "PC" "2009" "Action" 0.01 0.04 0 0.01 0.07
"12096" "Secret Files: Tunguska" "Wii" "2008" "Adventure" 0.05 0.02 0 0.01 0.07
"12097" "DS Nishimura Kyotaro Suspense 2 Shin Tantei Series: Kanazawa Hakodate - Gokkan no Kyoukoku - Fukushuu no Kage" "DS" "2008" "Adventure" 0 0 0.07 0 0.07
"12098" "Pro Yaky? Spirits 2014" "PSV" "2014" "Sports" 0 0 0.07 0 0.07
"12099" "Mega Man X4" "SAT" "1997" "Action" 0 0 0.07 0 0.07
"12100" "Family Trainer: Treasure Adventure" "Wii" "2010" "Sports" 0 0.06 0 0.01 0.07
"12101" "GRID 2" "PC" "2013" "Racing" 0 0.06 0 0.01 0.07
"12103" "Sudoku Fever" "GBA" "2006" "Puzzle" 0.05 0.02 0 0 0.07
"12104" "Grand Ages: Medieval" "PS4" "2015" "Strategy" 0 0.05 0.01 0.01 0.07
"12105" "The Putter Golf" "PS" "2001" "Sports" 0.04 0.03 0 0 0.07
"12106" "Monster High: New Ghoul in School" "PS3" "2015" "Action" 0 0.06 0 0.01 0.07
"12107" "The Powerpuff Girls: Relish Rampage" "GC" "2002" "Action" 0.05 0.01 0 0 0.07
"12108" "Super Real Mahjong Graffiti" "SAT" "1995" "Misc" 0 0 0.07 0 0.07
"12109" "Alan Wake" "PC" "2012" "Action" 0 0.06 0 0.01 0.07
"12110" "Ninja Warriors" "SNES" "1993" "Action" 0 0 0.07 0 0.07
"12111" "Army Men: RTS" "GC" "2004" "Strategy" 0.05 0.01 0 0 0.07
"12112" "Zettai Onkan Otoda Master" "DS" "2007" "Role-Playing" 0 0 0.07 0 0.07
"12113" "Basketball Hall of Fame Ultimate Hoops Challenge" "Wii" "2010" "Sports" 0.06 0 0 0 0.07
"12114" "Dragoneer's Aria" "PSP" "2007" "Role-Playing" 0.02 0 0.05 0 0.07
"12115" "TigerShark" "PS" "1997" "Simulation" 0.04 0.03 0 0 0.07
"12116" "Lost Heroes 2" "3DS" "2015" "Action" 0 0 0.07 0 0.07
"12117" "Norse by Norsewest: The Return of the Lost Vikings" "PS" "1997" "Action" 0.04 0.03 0 0 0.07
"12118" "Just Dance: Disney Party 2" "XOne" "2015" "Action" 0.05 0.01 0 0.01 0.07
"12119" "N+" "DS" "2007" "Platform" 0.06 0 0 0 0.07
"12120" "Sega Soccer Slam" "GC" "2002" "Sports" 0.05 0.01 0 0 0.07
"12121" "Obscure" "PS2" "2004" "Adventure" 0.03 0.03 0 0.01 0.07
"12122" "Katekyoo Hitman Reborn! DS: Fate of Heat - Hono no Unmei" "DS" "2008" "Role-Playing" 0 0 0.07 0 0.07
"12123" "Shin Lucky * Star: Moe Drill ~Tabidachi~" "DS" "2007" "Action" 0 0 0.07 0 0.07
"12124" "Mario Tennis" "Wii" "2010" "Sports" 0 0.06 0 0.01 0.07
"12125" "Cartoon Network: Punch Time Explosion XL" "PS3" "2011" "Fighting" 0.06 0 0 0 0.07
"12126" "DefCon 5" "PS" "1995" "Shooter" 0.04 0.03 0 0 0.07
"12127" "Lost in Blue 2" "DS" "2007" "Adventure" 0.01 0.01 0.05 0 0.07
"12128" "Build-A-Bear Workshop: Friendship Valley" "Wii" "N/A" "Misc" 0.06 0 0 0 0.07
"12129" "Secret Service: Ultimate Sacrifice" "PS2" "2008" "Action" 0.03 0.03 0 0.01 0.07
"12130" "Alex Rider: Stormbreaker" "DS" "N/A" "Action" 0.06 0 0 0 0.07
"12131" "Deep Labyrinth" "DS" "2006" "Action" 0.06 0 0 0 0.07
"12132" "Tropix" "DS" "2008" "Puzzle" 0.06 0 0 0 0.07
"12133" "Nichibeikan Pro Yakyuu: Final League" "PS2" "2002" "Sports" 0 0 0.07 0 0.07
"12134" "Resident Evil 6" "PS4" "2016" "Shooter" 0.05 0 0 0.01 0.07
"12135" "Hammerin' Hero" "PSP" "2008" "Action" 0.06 0 0 0.01 0.07
"12136" "Yoostar on MTV" "X360" "N/A" "Misc" 0.06 0 0 0 0.07
"12137" "Spawn: Armageddon" "GC" "2003" "Action" 0.05 0.01 0 0 0.07
"12138" "God Hand" "PS2" "2006" "Action" 0 0 0.07 0 0.07
"12139" "Shin Chan: Las Nuevas Aventuras Para Wii!" "Wii" "2006" "Action" 0 0 0.07 0 0.07
"12140" "Challenge Me: Brain Puzzles 2" "Wii" "2010" "Puzzle" 0 0.06 0 0.01 0.07
"12141" "The Tale of Despereaux" "DS" "2008" "Platform" 0.06 0 0 0 0.07
"12142" "Legends of Wrestling II" "GBA" "2002" "Fighting" 0.05 0.02 0 0 0.07
"12143" "Tony Hawk's Pro Skater 5" "X360" "2015" "Sports" 0.06 0 0 0.01 0.07
"12144" "Fatal Fury: Battle Archives Volume 2" "PS2" "2007" "Fighting" 0.03 0.03 0 0.01 0.07
"12145" "Jurassic Park: Operation Genesis" "XB" "2003" "Simulation" 0.05 0.01 0 0 0.07
"12146" "Transformer: Rise of the Dark Spark (3DS)" "3DS" "2014" "Role-Playing" 0.05 0.01 0 0.01 0.07
"12147" "Freddi Fish: Kelp Seed Mystery" "Wii" "2008" "Adventure" 0.06 0 0 0 0.07
"12148" "Ragnarok: Hikari to Yami no Koujo" "PSP" "2011" "Role-Playing" 0.02 0 0.05 0 0.07
"12149" "FIFA Soccer 06" "GBA" "2005" "Sports" 0.05 0.02 0 0 0.07
"12150" "RedCard 20-03" "PS2" "2002" "Sports" 0.03 0.03 0 0.01 0.07
"12151" "James Bond 007: Blood Stone" "DS" "2010" "Shooter" 0.05 0.01 0 0 0.07
"12152" "Imagine: Gymnast" "DS" "2008" "Simulation" 0.05 0.01 0 0 0.07
"12153" "Kanji Sonomama DS Rakubiki Jiten" "DS" "2006" "Misc" 0 0 0.07 0 0.07
"12154" "Future Tactics: The Uprising" "PS2" "2004" "Strategy" 0.03 0.03 0 0.01 0.07
"12155" "Driver: Parallel Lines" "XB" "2006" "Racing" 0.05 0.01 0 0 0.07
"12156" "Cities XL 2012" "PC" "2011" "Strategy" 0.01 0.05 0 0.01 0.07
"12157" "Pipe Mania" "PSP" "2008" "Puzzle" 0.06 0 0 0.01 0.07
"12158" "everGirl" "GBA" "2005" "Adventure" 0.05 0.02 0 0 0.07
"12159" "Heroes Phantasia" "PSP" "2012" "Role-Playing" 0 0 0.07 0 0.07
"12160" "Prince of Persia: The Fallen King" "DS" "2008" "Action" 0.06 0.01 0 0.01 0.07
"12161" "Jewels of the Ages" "DS" "2011" "Puzzle" 0.03 0.03 0 0.01 0.07
"12162" "The Book of Unwritten Tales 2" "PS4" "2015" "Adventure" 0 0.06 0 0.01 0.07
"12163" "Batman: Rise of Sin Tzu" "GBA" "2003" "Action" 0.05 0.02 0 0 0.07
"12164" "Chuugaku Eitango Target 1800 DS" "DS" "2006" "Misc" 0 0 0.07 0 0.07
"12165" "Future Card Buddy Fight: Yuujou no Bakunetsu Fight" "3DS" "2015" "Action" 0 0 0.07 0 0.07
"12166" "World Racing" "XB" "2003" "Racing" 0.05 0.01 0 0 0.07
"12167" "Major League Baseball 2K10" "PSP" "2010" "Sports" 0.06 0 0 0 0.07
"12168" "Penguins of Madagascar" "3DS" "2014" "Action" 0 0.06 0 0 0.07
"12169" "Disney's Party" "GBA" "2003" "Misc" 0.05 0.02 0 0 0.07
"12170" "Rapala Pro Bass Fishing 2010" "PSP" "2010" "Sports" 0.06 0 0 0.01 0.07
"12171" "X-Men: The Official Game" "GBA" "2006" "Action" 0.05 0.02 0 0 0.07
"12172" "Dreamer Series: Pop Star" "DS" "2009" "Misc" 0.04 0.02 0 0.01 0.07
"12173" "Card Games" "PS" "2000" "Misc" 0.04 0.03 0 0 0.07
"12174" "My Amusement Park" "DS" "2010" "Misc" 0.06 0 0 0 0.07
"12175" "Mega Man: Battle & Chase" "PS" "1997" "Racing" 0 0 0.06 0 0.07
"12176" "Winning Post 7 2010" "PS3" "2010" "Sports" 0 0 0.07 0 0.07
"12177" "R-Type Command" "PSP" "2007" "Strategy" 0.05 0 0.01 0.01 0.07
"12178" "Age of Empires III: The Asian Dynasties" "PC" "2007" "Strategy" 0 0.05 0 0.01 0.07
"12179" "Destrega" "PS" "1998" "Fighting" 0.04 0.03 0 0 0.07
"12180" "Dungeon Maker II: The Hidden War" "PSP" "2007" "Role-Playing" 0.06 0 0 0.01 0.07
"12181" "The Final Round" "PS" "1996" "Sports" 0.04 0.03 0 0 0.07
"12182" "Nobunaga no Yabou: Tendou with Power-Up Kit" "PS3" "2011" "Strategy" 0 0 0.07 0 0.07
"12183" "Transformer: Rise of the Dark Spark" "WiiU" "2014" "Action" 0.05 0.01 0 0.01 0.07
"12184" "MAPLUS: Portable Navi" "PSP" "2006" "Misc" 0 0 0.07 0 0.07
"12185" "Rayman Arena" "XB" "N/A" "Racing" 0.05 0.01 0 0 0.07
"12186" "Brain Quest: Grades 3 & 4" "DS" "2008" "Misc" 0.06 0 0 0.01 0.07
"12187" "Petz: Hamsterz Bunch" "PSP" "2009" "Simulation" 0.06 0 0 0.01 0.07
"12188" "The King of Fighters 02/03" "PS2" "2005" "Fighting" 0.03 0.03 0 0.01 0.07
"12189" "Kamen Rider: Dragon Knight" "Wii" "2009" "Fighting" 0.06 0 0 0 0.07
"12190" "Army Men: Green Rogue" "PS" "2001" "Action" 0.04 0.02 0 0 0.07
"12191" "Centipede / Breakout / Warlords" "GBA" "2005" "Misc" 0.05 0.02 0 0 0.07
"12192" "Lucian Bee's: Justice Yellow / Evil Violet" "PS2" "2010" "Adventure" 0 0 0.07 0 0.07
"12193" "Sly 2: Band of Thieves" "PS3" "2010" "Platform" 0 0.05 0 0.02 0.07
"12194" "Hyperdimension Neptunia Victory" "PSV" "2014" "Role-Playing" 0 0 0.07 0 0.07
"12195" "Armored Core: Nine Breaker" "PS2" "2004" "Simulation" 0.03 0.03 0 0.01 0.07
"12196" "Doraemon: Nobita no Shin Makai Daibouken DS" "DS" "2007" "Role-Playing" 0 0 0.07 0 0.07
"12197" "SBK 2011: FIM Superbike World Championship" "X360" "2011" "Racing" 0 0.06 0 0.01 0.07
"12198" "Fairy Fencer F: Advent Dark Force" "PS4" "2015" "Role-Playing" 0.02 0 0.05 0 0.07
"12199" "Cabela's Big Game Hunter 2005 Adventures" "GC" "2004" "Sports" 0.05 0.01 0 0 0.07
"12200" "Worms 3D" "GC" "2003" "Strategy" 0.05 0.01 0 0 0.07
"12201" "Fantasy Aquarium World" "Wii" "2009" "Simulation" 0.06 0 0 0 0.07
"12202" "Monster Tale" "DS" "2011" "Platform" 0.06 0 0 0 0.07
"12203" "Tokobot" "PSP" "2005" "Platform" 0.06 0 0 0.01 0.07
"12204" "TRON: Evolution" "PC" "2010" "Action" 0.06 0 0 0 0.07
"12205" "Gambler Densetsu Tetsuya" "PS2" "2001" "Adventure" 0 0 0.07 0 0.07
"12206" "The Guided Fate Paradox" "PS3" "2013" "Role-Playing" 0 0 0.06 0 0.07
"12207" "Bleach: Hanatareshi Yabou" "PS2" "2006" "Role-Playing" 0 0 0.07 0 0.07
"12208" "Karaoke Revolution Party" "XB" "2005" "Misc" 0.05 0.01 0 0 0.07
"12209" "Cold Stone Creamery: Scoop It Up" "Wii" "2009" "Misc" 0.06 0 0 0 0.07
"12210" "Yoake Yori Ruriiro na: Brighter than Dawning Blue" "PS2" "2006" "Adventure" 0 0 0.07 0 0.07
"12211" "Pandemonium 2" "PS" "1997" "Platform" 0.04 0.02 0 0 0.07
"12212" "MotorStorm RC" "PSV" "2012" "Racing" 0 0.05 0 0.02 0.07
"12213" "National Geographic Challenge!" "X360" "N/A" "Misc" 0.06 0 0 0 0.07
"12214" "Fallout: Brotherhood of Steel" "PS2" "2004" "Role-Playing" 0.03 0.03 0 0.01 0.07
"12215" "Touch 'N' Play Collection" "DS" "2010" "Misc" 0.04 0.02 0 0.01 0.07
"12216" "Mayhem 3D" "X360" "2011" "Racing" 0.06 0 0 0 0.07
"12217" "One Piece: Unlimited World Red" "WiiU" "2014" "Action" 0 0.04 0.02 0 0.07
"12218" "Parlor! Mini 2" "SNES" "1996" "Misc" 0 0 0.07 0 0.07
"12219" "Gundam Try Age SP" "3DS" "2014" "Strategy" 0 0 0.07 0 0.07
"12220" "Top Gun" "PS3" "2011" "Simulation" 0.06 0 0 0.01 0.07
"12221" "Gunstar Super Heroes" "GBA" "2005" "Shooter" 0.05 0.02 0 0 0.07
"12222" "Insecticide" "DS" "2008" "Action" 0.06 0 0 0 0.07
"12223" "C: The Contra Adventure" "PS" "1998" "Shooter" 0.04 0.02 0 0 0.07
"12224" "Interactive Storybook DS Series 1" "DS" "2007" "Misc" 0.06 0 0 0 0.07
"12225" "Frogger Advance: The Great Quest" "GBA" "2002" "Action" 0.05 0.02 0 0 0.07
"12226" "Worms Forts: Under Siege" "XB" "2004" "Strategy" 0.05 0.01 0 0 0.07
"12227" "Dream C Club" "X360" "2009" "Simulation" 0 0 0.07 0 0.07
"12228" "Pro Evolution Soccer 2015" "PC" "2014" "Sports" 0 0.06 0 0.01 0.07
"12229" "Disney Infinity" "PSV" "2013" "Action" 0.05 0 0 0.02 0.07
"12230" "Pocky & Rocky with Becky" "GBA" "2001" "Shooter" 0.05 0.02 0 0 0.07
"12231" "Full Spectrum Warrior: Ten Hammers" "PS2" "2006" "Strategy" 0.03 0.02 0 0.01 0.07
"12233" "Chocolatier" "DS" "2010" "Misc" 0.06 0 0 0 0.07
"12234" "Cosmos Chaos!" "DS" "2010" "Misc" 0.06 0 0 0 0.07
"12235" "Lego Star Wars: The Force Awakens" "3DS" "2016" "Action" 0.02 0.04 0 0 0.07
"12236" "12-Sai. Honto no Kimochi" "3DS" "2014" "Adventure" 0 0 0.07 0 0.07
"12237" "Warhammer 40,000: Squad Command" "DS" "2007" "Strategy" 0.05 0.01 0 0.01 0.07
"12238" "Hasbro Family Game Night Fun Pack" "X360" "2011" "Misc" 0.06 0 0 0 0.07
"12239" "Port Royale 3" "X360" "N/A" "Simulation" 0.06 0 0 0 0.07
"12240" "Pro Yaky? Spirits 4" "PS3" "2007" "Sports" 0 0 0.07 0 0.07
"12241" "Speed Racer" "PS" "1996" "Racing" 0.04 0.02 0 0 0.07
"12242" "NHL Hitz Pro" "XB" "2003" "Sports" 0.05 0.01 0 0 0.07
"12243" "Walt Disney Pictures Presents Enchanted" "DS" "2007" "Platform" 0.04 0.01 0 0.01 0.07
"12244" "Cardfight!! Vanguard: Lock On Victory!!" "3DS" "2014" "Misc" 0 0 0.07 0 0.07
"12245" "Jewel Quest IV: Heritage" "DS" "2011" "Puzzle" 0 0.05 0 0.01 0.06
"12246" "Atelier Meruru: Alchemist of Arland 3" "PSV" "2013" "Role-Playing" 0 0 0.06 0 0.06
"12247" "Hot Wheels: Burnin' Rubber" "GBA" "2001" "Racing" 0.05 0.02 0 0 0.06
"12248" "Ojyousama Express" "PS" "1998" "Strategy" 0 0 0.06 0 0.06
"12249" "Jewel Link Chronicles: Mountains of Madness" "DS" "N/A" "Puzzle" 0 0.06 0 0.01 0.06
"12250" "Chrysler Classic Racing" "Wii" "2008" "Racing" 0.06 0 0 0 0.06
"12251" "Wings of War" "XB" "2004" "Simulation" 0.05 0.01 0 0 0.06
"12252" "Jam Sessions 2" "DS" "2009" "Misc" 0.06 0 0 0 0.06
"12253" "Orcs & Elves" "DS" "2007" "Role-Playing" 0.06 0 0 0.01 0.06
"12254" "187: Ride or Die" "XB" "2005" "Racing" 0.05 0.01 0 0 0.06
"12255" "RPG Maker 3" "PS2" "2004" "Role-Playing" 0.03 0.02 0 0.01 0.06
"12256" "Zatch Bell! Mamodo Battles" "GC" "2005" "Fighting" 0.05 0.01 0 0 0.06
"12257" "Motion Explosion!" "X360" "2011" "Misc" 0.05 0.01 0 0 0.06
"12258" "Genkai Tokki Monster Monpiece" "PSV" "2013" "Strategy" 0 0 0.06 0 0.06
"12259" "Desert Strike Advance" "GBA" "2002" "Simulation" 0.05 0.02 0 0 0.06
"12260" "Kabuki Warriors" "XB" "2001" "Action" 0.05 0.01 0 0 0.06
"12261" "Gradius Collection" "PSP" "2006" "Shooter" 0.04 0 0.02 0 0.06
"12262" "Disney's Chicken Little: Ace In Action" "DS" "2006" "Shooter" 0.06 0 0 0 0.06
"12263" "IL-2 Sturmovik: Birds of Prey" "DS" "2009" "Simulation" 0.06 0 0 0 0.06
"12264" "Discworld" "PS" "1994" "Adventure" 0.04 0.02 0 0 0.06
"12265" "The LEGO Movie Videogame" "PC" "2014" "Action" 0.02 0.04 0 0.01 0.06
"12266" "Escape from Bug Island" "Wii" "2006" "Action" 0.04 0.01 0.01 0 0.06
"12267" "World Poker Tour" "XB" "2005" "Misc" 0.05 0.01 0 0 0.06
"12268" "Pirates: The Legend of Black Kat" "XB" "2002" "Adventure" 0.05 0.01 0 0 0.06
"12269" "Elite Forces: Unit 77" "DS" "2009" "Strategy" 0.06 0 0 0 0.06
"12271" "ESPN Winter X-Games: Snowboarding 2002" "GBA" "2000" "Sports" 0.05 0.02 0 0 0.06
"12272" "Bleach: Versus Crusade" "Wii" "2008" "Fighting" 0 0 0.06 0 0.06
"12274" "NanoBreaker" "PS2" "2005" "Action" 0.03 0.02 0 0.01 0.06
"12275" "Bionicle" "XB" "2003" "Action" 0.05 0.01 0 0 0.06
"12276" "My Pet Shop" "DS" "2008" "Simulation" 0.06 0 0 0 0.06
"12277" "Guitar Freaks 3rdMIX & DrumMania 2ndMIX" "PS2" "2000" "Simulation" 0 0 0.06 0 0.06
"12278" "Miami Vice: The Game" "PSP" "2006" "Shooter" 0.06 0 0 0 0.06
"12279" "Santa Claus Is Comin' to Town!" "Wii" "2011" "Puzzle" 0.06 0 0 0 0.06
"12280" "BMX XXX" "GC" "2002" "Sports" 0.05 0.01 0 0 0.06
"12281" "Broken Sword 5: The Serpent's Curse" "PS4" "2015" "Adventure" 0 0.06 0 0.01 0.06
"12282" "Disney's Magical Quest 2 Starring Mickey and Minnie" "GBA" "2003" "Action" 0.05 0.02 0 0 0.06
"12283" "Aggressive Inline" "XB" "2002" "Sports" 0.05 0.01 0 0 0.06
"12284" "Western Riding Academy" "DS" "2010" "Simulation" 0.06 0 0 0 0.06
"12285" "My Pet Chimp" "DS" "2010" "Simulation" 0.06 0 0 0 0.06
"12286" "Frogger: Helmet Chaos" "DS" "2005" "Platform" 0.06 0 0 0 0.06
"12287" "Ikki Tousen: Xross Impact" "PSP" "2010" "Action" 0 0 0.06 0 0.06
"12288" "Bullet Girls" "PSV" "2014" "Action" 0 0 0.06 0 0.06
"12289" "Paws & Claws: Marine Rescue" "DS" "2011" "Simulation" 0.06 0 0 0 0.06
"12290" "Super Mahjong 2: Honkaku 4Jin Uchi" "SNES" "1993" "Misc" 0 0 0.06 0 0.06
"12291" "XGRA: Extreme G Racing Association" "PS2" "2003" "Racing" 0.03 0.02 0 0.01 0.06
"12292" "Cabela's Trophy Bucks" "Wii" "2008" "Sports" 0.06 0 0 0 0.06
"12293" "Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!" "DS" "2007" "Action" 0 0 0.06 0 0.06
"12294" "Pop'n Music Portable 2" "PSP" "2011" "Misc" 0 0 0.06 0 0.06
"12295" "Fist of the North Star: Ken's Rage 2" "X360" "2012" "Fighting" 0.03 0.01 0.02 0 0.06
"12296" "Smart Boy's Toys Club" "DS" "2008" "Misc" 0.06 0 0 0 0.06
"12297" "Ys vs. Sora no Kiseki: Alternative Saga" "PSP" "2010" "Fighting" 0 0 0.06 0 0.06
"12298" "Naruto: Ultimate Ninja Heroes (JP sales)" "PSP" "2006" "Fighting" 0 0 0.06 0 0.06
"12299" "Max & the Magic Marker" "DS" "2011" "Platform" 0 0.06 0 0 0.06
"12300" "Legend of the Dragon" "Wii" "2007" "Fighting" 0.06 0 0 0 0.06
"12301" "Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin" "DS" "2008" "Adventure" 0 0 0.06 0 0.06
"12302" "Ray Tracers" "PS" "1997" "Racing" 0.04 0.02 0 0 0.06
"12303" "Monster Madness: Grave Danger" "PS3" "2008" "Shooter" 0.05 0.01 0 0.01 0.06
"12304" "Sprung - A Game Where Everyone Scores" "DS" "2004" "Adventure" 0.06 0 0 0 0.06
"12305" "Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono" "PS2" "2009" "Misc" 0 0 0.06 0 0.06
"12306" "Nicola Kanshuu: Model * Oshare Audition" "DS" "2010" "Misc" 0 0 0.06 0 0.06
"12307" "Rugby 15" "PSV" "2015" "Sports" 0 0.05 0 0.01 0.06
"12308" "Kururin Paradise" "GBA" "2002" "Puzzle" 0 0 0.06 0 0.06
"12309" "Kiniro no Corda 2" "PS2" "2007" "Role-Playing" 0 0 0.06 0 0.06
"12310" "Fast Food Panic" "Wii" "2009" "Simulation" 0.06 0 0 0 0.06
"12311" "Samurai Warriors Chronicles 3" "PSV" "2014" "Action" 0 0 0.06 0 0.06
"12312" "Dynasty Warriors Vs" "3DS" "2012" "Action" 0 0 0.06 0 0.06
"12313" "Another Code R: A Journey into Lost Memories" "Wii" "2009" "Adventure" 0 0.03 0.03 0 0.06
"12314" "Gallop Racer 2004" "PS2" "2004" "Sports" 0.03 0.02 0 0.01 0.06
"12315" "Rayman: Hoodlum's Revenge" "GBA" "2005" "Platform" 0.05 0.02 0 0 0.06
"12316" "Sunrise Eiyuutan R" "PS2" "2000" "Role-Playing" 0 0 0.06 0 0.06
"12317" "Mobile Suit Gundam Seed: Never Ending Tomorrow" "PS2" "2004" "Shooter" 0.03 0.02 0 0.01 0.06
"12318" "The Book of Unwritten Tales: The Critter Chronicles" "PC" "2011" "Action" 0 0.05 0 0.01 0.06
"12319" "Octomania" "Wii" "2007" "Puzzle" 0.06 0 0 0 0.06
"12320" "F1 2001" "XB" "2001" "Racing" 0.05 0.01 0 0 0.06
"12321" "Fishing Master (jp sales)" "Wii" "2007" "Sports" 0 0 0.06 0 0.06
"12322" "Zill O'll Infinite Plus" "PSP" "2009" "Role-Playing" 0 0 0.06 0 0.06
"12323" "Pawly Pets: My Vet Practice" "DS" "2007" "Strategy" 0 0.06 0 0.01 0.06
"12324" "Tonka Rescue Patrol" "GC" "2003" "Action" 0.05 0.01 0 0 0.06
"12325" "GunGriffon II" "SAT" "1998" "Simulation" 0 0 0.06 0 0.06
"12326" "Crimson Gem Saga" "PSP" "2008" "Role-Playing" 0.06 0 0 0 0.06
"12327" "Legend of Kay" "PS4" "2015" "Action" 0.02 0.03 0 0.01 0.06
"12328" "Order Up!!" "PS3" "2011" "Action" 0.04 0.01 0 0.01 0.06
"12329" "Steambot Chronicles: Battle Tournament" "PSP" "2008" "Fighting" 0.05 0 0.01 0 0.06
"12330" "Bomberman Land" "PSP" "2007" "Misc" 0.06 0 0 0.01 0.06
"12331" "Spy Fox in Dry Cereal" "Wii" "2008" "Adventure" 0.06 0 0 0 0.06
"12332" "Cel Damage" "GC" "2002" "Racing" 0.05 0.01 0 0 0.06
"12333" "Lego Batman 3: Beyond Gotham" "PC" "2014" "Action" 0 0.06 0 0.01 0.06
"12334" "Killer Instinct (2013)" "XOne" "2013" "Fighting" 0.03 0.03 0 0.01 0.06
"12335" "Famicom Mini: Balloon Fight" "GBA" "2004" "Action" 0 0 0.06 0 0.06
